Loja,data_compra,inicio,termino,Loja,codloja,produto,EAN,quantidade,valor_total,Imposto
430,2019-07-05 19:38:08,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 19:44:24,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 20:09:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 20:33:35,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 20:43:33,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 21:15:02,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 21:28:14,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-05 21:28:44,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 21:34:11,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 21:42:12,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-05 21:45:16,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 7:47:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 8:46:21,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 8:47:58,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 9:05:44,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 9:43:54,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 9:53:15,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 10:15:29,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 10:17:36,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 10:36:28,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 10:42:59,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 10:49:41,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 10:59:20,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:01:07,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:02:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:02:33,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:03:02,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:22:12,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:30:20,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:32:58,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:44:39,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 11:53:25,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:16:45,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:17:11,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:33:20,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:37:21,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 12:40:02,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:40:13,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:43:15,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:46:07,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:48:28,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 12:56:11,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 13:07:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 13:11:53,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:22:16,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:29:13,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 13:32:45,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:39:45,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:39:45,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:43:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:45:00,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:49:58,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:50:01,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 13:52:03,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:00:39,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:14:33,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:30:50,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:32:29,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 14:42:18,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 17:11:24,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 17:36:26,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 17:49:32,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 17:50:04,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 17:51:24,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 18:09:05,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 18:11:53,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 18:43:42,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-06 18:52:42,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 19:45:22,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 20:07:39,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 20:24:04,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 20:48:36,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-06 20:56:57,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 7:43:53,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 7:46:22,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 8:20:33,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 8:23:07,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 8:54:44,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 9:00:44,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 9:03:15,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 10:21:17,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 10:26:52,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 10:27:53,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 10:42:44,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 10:49:46,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 11:11:19,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 11:19:49,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 11:39:45,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 11:39:50,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 11:41:10,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 11:47:50,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 11:55:05,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 11:58:49,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 12:09:21,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 12:14:07,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 12:19:17,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 12:24:37,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 12:29:21,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 12:31:19,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 12:50:47,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 13:36:45,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 13:47:43,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 13:58:32,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 14:00:47,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 14:34:47,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 14:43:04,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 14:44:20,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 14:55:59,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 15:28:39,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 15:39:28,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 15:42:58,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 15:45:06,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 15:46:57,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 16:06:06,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 16:16:39,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 16:41:52,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 16:44:49,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 16:51:38,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 16:56:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 16:57:10,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 17:10:39,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 17:37:34,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 17:45:49,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 17:46:37,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 17:53:48,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 18:00:59,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 18:11:19,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 18:37:16,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 18:38:49,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 18:44:24,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 18:49:51,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 18:56:52,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 19:19:03,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 19:20:05,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 20:00:10,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 20:02:19,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 20:10:28,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 20:20:27,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-07 20:42:26,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-07 21:33:46,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-08 7:50:02,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-08 7:57:55,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 8:16:57,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,3,R$ 27.68,R$ 4.74
430,2019-07-08 8:36:05,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-08 8:45:08,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 9:20:08,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-08 9:34:48,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 9:35:10,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,2,R$ 18.45,R$ 3.16
430,2019-07-08 10:02:43,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
430,2019-07-08 10:01:21,2019-07-05,2019-07-20,Mercadinho Daskina,49618556000135,Açaí 1L,3298491451501,1,R$ 9.23,R$ 1.58
